product_name_cn,unit_cn,category_cn,carry_log_price,first_window_log_price,first_survey_log_price,second_survey_log_price,month_log_price,prior_month_log_price,survey_aligned_change_pct,second_window_missing
棉花（皮棉，白棉三级）,吨,七、农产品（主要用于加工）,9.775102892731136,9.771914241617766,9.773508567174451,,9.773508567174451,9.755099051935698,1.8580015030170594,1
汽油（95#国VI）,吨,四、石油天然气,9.200118304205883,9.254357257392957,9.22723778079942,,9.22723778079942,9.157245374175364,7.250003732731347,1
浮法平板玻璃（5/6mm）,吨,六、非金属矿物制品,6.979238380604001,6.979982912979018,6.97961064679151,,6.97961064679151,6.994763866163931,-1.503898706734706,1
涤纶长丝（POY150D/48F）,吨,三、化工产品,9.10219821335648,9.136424689026015,9.119311451191248,,9.119311451191248,9.05238193622585,6.922011150196414,1
液化天然气（LNG）,吨,四、石油天然气,8.652527956985855,8.70682132339263,8.679674640189242,,8.679674640189242,8.622019061034894,5.935007062282602,1
液化石油气（LPG）,吨,四、石油天然气,8.693463140781757,8.832179098395363,8.76282111958856,,8.76282111958856,8.67440742305336,9.24399671877046,1
烧碱（液碱，32%）,吨,三、化工产品,6.530002609440508,6.525909036472607,6.5279558229565575,,6.5279558229565575,6.530798927968961,-0.2839067216879831,1
热轧普通板卷（4.75—11.5mm，Q235）,吨,一、黑色金属,8.109645917103748,8.117193122739131,8.11341951992144,,8.11341951992144,8.091009575706291,2.26629333043032,1
焦炭（准一级冶金焦）,吨,五、煤炭,7.473466736232399,7.592819883348726,7.533143309790562,,7.533143309790562,7.425204635828614,11.397942734690142,1
焦煤（主焦煤）,吨,五、煤炭,7.77123577702397,7.8623047229733825,7.816770249998676,,7.816770249998676,7.583694773312228,26.247676329416812,1
玉米（黄玉米二等）,吨,七、农产品（主要用于加工）,7.7142757867097655,7.712801552039491,7.713538669374628,,7.713538669374628,7.716234958021827,-0.26926569257540395,1
瓦楞纸（AA级120g）,吨,九、林产品,8.06843428639978,8.04202424485828,8.05522926562903,,8.05522926562903,8.081012270701269,-2.545346167804591,1
生猪（外三元）,千克,七、农产品（主要用于加工）,2.388762789235098,2.3978952727983707,2.3933290310167346,,2.3933290310167346,2.369850539472849,2.375628109278187,1
甲醇（优等品）,吨,三、化工产品,7.963181670200647,8.125364680830982,8.044273175515814,,8.044273175515814,7.851063171618201,21.31375303800364,1
电解铜（1#）,吨,二、有色金属,11.598178880984873,11.61270292433328,11.605440902659076,,11.605440902659076,11.584420415180443,2.1242974116815327,1
白糖（国标一级白砂糖）,吨,七、农产品（主要用于加工）,8.55325507456126,8.560616599324662,8.556935836942962,,8.556935836942962,8.55478070593707,0.21574549699011897,1
石蜡（58#半）,吨,四、石油天然气,8.918984894158093,8.925653808504201,8.922319351331147,,8.922319351331147,8.904218189415953,1.8265980916444566,1
硫酸（98%）,吨,三、化工产品,7.551607167817205,7.5151811591366044,7.533394163476904,,7.533394163476904,7.588462526364161,-5.357955429233434,1
磷肥（55%磷酸一铵）,吨,八、农业生产资料,8.380319075254203,8.355262324270017,8.36779069976211,,8.36779069976211,8.402368110975704,-3.3986443489756493,1
磷酸铁锂（普通动力型）,吨,三、化工产品,10.949145518950576,10.929543485184192,10.939344502067385,,10.939344502067385,10.916401306410718,2.320841521425726,1
稻米（粳稻米）,吨,七、农产品（主要用于加工）,8.28906222359098,8.289288323000317,8.289175273295648,,8.289175273295648,8.290386446915083,-0.12104404446972016,1
纯苯（石油苯，工业级）,吨,三、化工产品,9.003279301492018,9.112198185824775,9.057738743658398,,9.057738743658398,8.96933362650471,9.243059476865112,1
纸浆（进口针叶浆）,吨,九、林产品,8.510289415099443,8.51034982893423,8.510319622016837,,8.510319622016837,8.486042248353897,2.457446845412861,1
线材（Φ8—10mm，HPB300）,吨,一、黑色金属,8.107057191658175,8.121807118749738,8.114432155203957,,8.114432155203957,8.09001057961963,2.472222471419588,1
聚丙烯（拉丝料）,吨,三、化工产品,9.125555605158345,9.17309530594627,9.149325455552308,,9.149325455552308,9.10038326059627,5.015964446106462,1
聚乙烯（LLDPE，熔融指数2薄膜料）,吨,三、化工产品,9.076294561347117,9.1312538736554,9.103774217501257,,9.103774217501257,9.051251835725122,5.392615055372569,1
花生（油料花生米）,吨,七、农产品（主要用于加工）,8.908113028082367,8.924882490842682,8.916497759462525,,8.916497759462525,8.903584206782465,1.2997292673506349,1
螺纹钢（Φ20mm，HRB400E）,吨,一、黑色金属,8.04888412558657,8.065485172133336,8.057184648859952,,8.057184648859952,8.031991126758628,2.5513560861747964,1
角钢（5#）,吨,一、黑色金属,8.141888646202926,8.151852234392228,8.146870440297576,,8.146870440297576,8.137257362158579,0.9659432190624611,1
豆粕（粗蛋白含量≥43%）,吨,七、农产品（主要用于加工）,8.066992189466681,8.103433780483254,8.085212984974968,,8.085212984974968,8.030318483118666,5.642915748127077,1
钾肥（港口62%白色氯化钾）,吨,八、农业生产资料,8.034955024502159,8.030767454473782,8.032861239487971,,8.032861239487971,8.049372474016678,-1.6375671227160302,1
铅锭（1#）,吨,二、有色金属,9.676988377408556,9.68073767372273,9.678863025565644,,9.678863025565644,9.654410554116827,2.4753884882271144,1
铝锭（A00）,吨,二、有色金属,10.078939735783303,10.100545821946087,10.089742778864695,,10.089742778864695,10.07480296750062,1.505196818372363,1
锌锭（0#）,吨,二、有色金属,10.169334207973993,10.203292099977464,10.186313153975728,,10.186313153975728,10.137078161431436,5.046717369195702,1
顺丁胶（BR9000）,吨,三、化工产品,9.559319781097486,9.623277494923048,9.591298638010267,,9.591298638010267,9.482824134234804,11.457649068359897,1
