product_name_cn,unit_cn,category_cn,carry_log_price,first_window_log_price,first_survey_log_price,second_survey_log_price,month_log_price,prior_month_log_price,survey_aligned_change_pct,twentieth_to_twentieth_change_pct,second_window_missing
生猪（外三元）,千克,七、农产品（主要用于加工）,2.388762789235098,2.3978952727983707,2.3933290310167346,2.3702437414678603,2.3817863862422977,2.369850539472849,1.2007363241811972,-2.727272727272756,0
甲醇（优等品）,吨,三、化工产品,7.963181670200647,8.125364680830982,8.044273175515814,8.21497937611849,8.129626275817152,7.851063171618201,32.1229977924769,40.22992866899375,0
电解铜（1#）,吨,二、有色金属,11.598178880984873,11.61270292433328,11.605440902659076,11.596990840087896,11.601215871373487,11.584420415180443,1.6937292825083463,0.49308780880343783,0
白糖（国标一级白砂糖）,吨,七、农产品（主要用于加工）,8.55325507456126,8.560616599324662,8.556935836942962,8.555047586967206,8.555991711955084,8.55478070593707,0.12117395818888634,-0.1365384615385318,0
石蜡（58#半）,吨,四、石油天然气,8.918984894158093,8.925653808504201,8.922319351331147,8.938308526677968,8.930313939004558,8.904218189415953,2.6439224901914886,2.143891451249557,0
硫酸（98%）,吨,三、化工产品,7.551607167817205,7.5151811591366044,7.533394163476904,7.482850637765946,7.508122400621425,7.588462526364161,-7.719757585676613,-8.414923219622782,0
磷肥（55%磷酸一铵）,吨,八、农业生产资料,8.380319075254203,8.355262324270017,8.36779069976211,8.31590897445492,8.341849837108516,8.402368110975704,-5.872343190175068,-7.900250050686082,0
磷酸铁锂（普通动力型）,吨,三、化工产品,10.949145518950576,10.929543485184192,10.939344502067385,10.85670984098124,10.898027171524312,10.916401306410718,-1.8206359616609842,-7.544217626460117,0
稻米（粳稻米）,吨,七、农产品（主要用于加工）,8.28906222359098,8.289288323000317,8.289175273295648,8.289288323000317,8.289231798147982,8.290386446915083,-0.1153982416704022,-0.04017476020687089,0
纯苯（石油苯，工业级）,吨,三、化工产品,9.003279301492018,9.112198185824775,9.057738743658398,9.175075822875872,9.116407283267135,8.96933362650471,15.84392867748107,21.53162453419284,0
纸浆（进口针叶浆）,吨,九、林产品,8.510289415099443,8.51034982893423,8.510319622016837,8.507445839961358,8.508882730989097,8.486042248353897,2.310332378356101,2.286812097174162,0
线材（Φ8—10mm，HPB300）,吨,一、黑色金属,8.107057191658175,8.121807118749738,8.114432155203957,8.11781949294439,8.116125824074174,8.09001057961963,2.645923539205041,3.0417550004609804,0
聚丙烯（拉丝料）,吨,三、化工产品,9.125555605158345,9.17309530594627,9.149325455552308,9.214332393245721,9.181828924399014,9.10038326059627,8.485426912693429,11.130788984326692,0
聚乙烯（LLDPE，熔融指数2薄膜料）,吨,三、化工产品,9.076294561347117,9.1312538736554,9.103774217501257,9.168455312602664,9.13611476505196,9.051251835725122,8.856784574432622,11.479488043895318,0
花生（油料花生米）,吨,七、农产品（主要用于加工）,8.908113028082367,8.924882490842682,8.916497759462525,8.913725184465113,8.915111471963819,8.903584206782465,1.1593960126376397,1.0192571653778606,0
螺纹钢（Φ20mm，HRB400E）,吨,一、黑色金属,8.04888412558657,8.065485172133336,8.057184648859952,8.059939929655766,8.058562289257859,8.031991126758628,2.692732337637155,3.3367070423454366,0
角钢（5#）,吨,一、黑色金属,8.141888646202926,8.151852234392228,8.146870440297576,8.141218922075105,8.14404468118634,8.137257362158579,0.6810405078796151,0.6744670244274772,0
豆粕（粗蛋白含量≥43%）,吨,七、农产品（主要用于加工）,8.066992189466681,8.103433780483254,8.085212984974968,8.124120973238034,8.1046669791065,8.030318483118666,7.718213374400376,8.829125149140546,0
钾肥（港口62%白色氯化钾）,吨,八、农业生产资料,8.034955024502159,8.030767454473782,8.032861239487971,8.031872858058609,8.03236704877329,8.049372474016678,-1.686164914439656,-1.0736442830049586,0
铅锭（1#）,吨,二、有色金属,9.676988377408556,9.68073767372273,9.678863025565644,9.67302352177615,9.675943273670896,9.654410554116827,2.176622152558273,1.3896690838525383,0
铝锭（A00）,吨,二、有色金属,10.078939735783303,10.100545821946087,10.089742778864695,10.093764878108718,10.091753828486706,10.07480296750062,1.7095342035095142,0.982622525181275,0
锌锭（0#）,吨,二、有色金属,10.169334207973993,10.203292099977464,10.186313153975728,10.17570694149693,10.18101004773633,10.137078161431436,4.491117970296088,2.8999706084059884,0
顺丁胶（BR9000）,吨,三、化工产品,9.559319781097486,9.623277494923048,9.591298638010267,9.62260895057068,9.606953794290472,9.482824134234804,13.216265775601066,11.955877120151778,0
